LogPrice,Mileage,EngineV,Brand_BMW,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Renault,Brand_Toyota,Brand_Volkswagen,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Engine Type_Gas,Engine Type_Other,Engine Type_Petrol,Registration_yes
10.12262308,163,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.942708266,151,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8.779557456,330,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.515321942,171,2.2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
9.047821442,65,1.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
7.972466016,1,2.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9.975808214,72,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.792555992,87,3.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10.25765937,160,4.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.190137665,160,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.581903928,147,2.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.699514748,300,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
11.11988288,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.43117029,14,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.190137665,230,2.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
11.05089001,86,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
8.948975608,326,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.169518377,30,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.45720045,181,2.4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
10.62132735,80,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.216088099,231,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.29214554,134,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.779557456,335,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.017968479,66,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.878169745,172,3.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9.510444964,317,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.126958763,266,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.517193191,265,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10.08163374,162,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.51596683,81,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.093806556,253,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8.961879013,200,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7.408530567,270,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.81977828,240,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.179881164,245,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.210240367,127,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
11.15623624,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.779557456,152,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8.366370302,267,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.006367568,267,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.071078305,240,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.104979856,178,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
9.92329018,190,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
9.104979856,175,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.503009986,105,1.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.216088099,195,1.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9.195226734,126,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8.216088099,420,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.661415991,195,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10.1064284,180,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8.9226583,195,1.6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
9.391828248,231,2.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.525771357,51,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
9.011889433,287,2.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8.853522561,222,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.817297784,214,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.825526011,245,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.567944884,83,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
10.25765937,210,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.740968623,89,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10.15424627,130,4.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7.882314919,333,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.047821442,116,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8.29404964,405,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.305650552,131,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9.581903928,138,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.318498321,50,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.35774282,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
8.411832676,207,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.809862805,207,1.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
9.942708266,31,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
11.58987725,0,2.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.160518247,334,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.57131693,18,1.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9.510444964,150,4.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8.724207361,175,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
10.7254676,76,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.496990484,295,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.75790288,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.862665558,190,2.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9.314700387,119,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.011889433,139,1.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
9.239899174,235,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.391828248,210,1.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10.75363848,33,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7.313220387,260,1.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8.756210092,156,4.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.093806556,155,1.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
9.449357272,160,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.987196821,207,1.6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10.29214554,63,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8.867850063,208,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.291920359,103,2.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
10.20359214,57,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
9.803667217,64,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
10.20359214,137,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9.103868127,300,2.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10.40122794,82,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10.14643373,163,4.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.093806556,153,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
9.388486557,190,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.0301202,125,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.472704636,165,2.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10.1266311,60,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10.19988157,119,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11.38255479,0,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.699514748,200,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.190137665,257,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.539644119,197,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9.409191231,164,2.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.510444964,205,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.803667217,200,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.40426284,200,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.735068901,145,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
9.998797732,110,1.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.27799902,195,3.2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8.961879013,226,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.75846178,184,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
11.15625052,16,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7.696212639,118,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
9.093806556,256,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.3609124,33,1.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.974618038,168,1.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10.25765937,97,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8.839276691,140,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.088172738,280,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8.03915739,164,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
9.093806556,250,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.71604405,130,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
7.244227516,260,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.082507,93,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.239802082,176,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8.779557456,170,1.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
9.116029693,151,1.6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9.20532783,95,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
10.1064284,260,4.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10.84933709,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.46498259,290,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8.987196821,250,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.999619341,112,2.4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
9.220290703,164,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7.549609165,300,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.287301413,187,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.987196821,234,4.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9.635608107,120,2.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
7.762170607,182,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10.568441,5,0.65,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11.51291546,0,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.778491062,110,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.47262771,237,2.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.825526011,90,1.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
9.126958763,195,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.581903928,1,1.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9.798127037,18,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8.824677891,250,1.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.928180165,73,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.23995979,100,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.273315171,130,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.918376165,30,1.4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
8.006367568,267,1.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10.13658143,112,4.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7.236339343,245,1.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.775654181,174,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.560997244,180,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.525151112,270,4.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10.08163374,187,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
10.37349118,144,3.6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8.433594168,267,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7.762170607,300,1.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9.903437551,160,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10.27159687,78,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.242756346,300,2.8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7.495541944,300,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
9.179881164,201,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.14022627,1,2.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
10.12262308,1,1.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8.516993171,140,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
8.455317788,390,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.516993171,1,2.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.137662146,350,2.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10.1266311,130,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.46498259,148,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.179881164,189,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.220290703,64,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7.937374696,296,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.510444964,350,2.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.093806556,125,1.8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
11.60822655,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.350102314,180,3.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
10.51596683,82,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.41030515,150,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9.230142999,253,2.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.740909798,0,1.6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.287301413,179,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
10.47728798,99,2.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9.200290036,156,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
8.974618038,91,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.539644119,216,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.903487553,102,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.25765937,38,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.881836305,178,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
9.104979856,200,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10.50506754,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.987196821,41,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
10.66895539,11,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.525151112,48,1.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8.974491448,165,1.8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9.546741177,180,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.259130536,176,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.942708266,160,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10.37349118,176,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9.581903928,220,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.735068901,20,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
9.517825072,172,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7.863266724,273,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.392661929,237,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.841612149,106,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10.47728798,85,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10.30561376,71,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
8.817297784,110,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10.46024211,117,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.948975608,177,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.132378831,220,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.035986985,84,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9.37160852,93,1.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
8.665613197,368,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.68270763,180,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.71439555,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.259130536,170,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.792555992,190,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.210240367,190,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.210240367,190,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11.01862914,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.55320518,130,5.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9.781319919,30,1.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
10.9251288,50,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.798127037,280,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.935903526,125,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8.839276691,68,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9.657273666,0,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.263881139,195,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.433483923,190,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.472704636,157,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.909235279,285,4.4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9.159047078,100,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9.841612149,197,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.987196821,176,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
9.071078305,250,1.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9.210240367,300,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
9.723163998,175,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.539644119,90,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
9.836278803,145,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
8.732304571,152,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8.188689124,22,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.9226583,98,1.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7.740664402,200,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.735068901,133,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9.510370888,116,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8.648221454,180,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.792555992,140,3.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.539644119,170,1.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
8.980927208,167,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.179881164,250,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.9226583,240,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.903437551,117,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9.116029693,230,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9.495519314,73,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
9.952277717,22,1.2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
8.794824928,360,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.935903526,226,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.160518247,258,1.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8.160518247,3,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.792555992,167,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7.575584652,286,1.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8.985946039,90,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8.779557456,320,1.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8.160518247,300,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9.553930076,113,2.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.006034179,300,1.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
11.11095425,70,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.480367509,200,3.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.839276691,300,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.08576744,80,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8.852235835,225,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
9.546741177,198,2.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.935903526,108,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.314700387,180,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.71111566,260,2.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
10.69194491,82,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
10.5941316,12,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.928180165,173,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
8.987196821,214,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.358760377,142,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.350102314,170,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.525151112,103,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
9.525151112,198,3.2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
8.948975608,200,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8.665613197,231,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.159047078,95,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.12262308,140,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
10.9241383,47,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8.779557456,186,2.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
9.024010794,175,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9.392661929,130,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.61580548,185,3.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8.999619341,246,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.987196821,175,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
8.612503371,285,2.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.169518377,184,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.287301413,180,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
